problem_id,correct_answer_gt,iteration_0_answer,iteration_0_correct,iteration_1_answer,iteration_1_correct,iteration_2_answer,iteration_2_correct,iteration_3_answer,iteration_3_correct,iteration_4_answer,iteration_4_correct,seed,experiment_type,source_file
2024-II-4,33,33,True,33,True,33,True,33,True,33,True,seed0,postThink_results,seed0_postThink_results.json
2024-II-5,80,80,True,80,True,80,True,80,True,80,True,seed0,postThink_results,seed0_postThink_results.json
2024-II-6,55,55,True,55,True,55,True,55,True,55,True,seed0,postThink_results,seed0_postThink_results.json
2024-II-7,699,699,True,699,True,699,True,699,True,699,True,seed0,postThink_results,seed0_postThink_results.json
2024-II-8,127,,False,127,True,127,True,127,True,127,True,seed0,postThink_results,seed0_postThink_results.json
2024-II-9,902,1024,False,,False,962,False,962,False,962,False,seed0,postThink_results,seed0_postThink_results.json
21,237,237,True,237,True,237,True,237,True,237,True,seed0,postThink_results,seed0_postThink_results.json
22,610,610,True,610,True,610,True,610,True,610,True,seed0,postThink_results,seed0_postThink_results.json
23,149,149,True,149,True,149,True,149,True,149,True,seed0,postThink_results,seed0_postThink_results.json
24,907,779,False,779,False,237,False,779,False,516,False,seed0,postThink_results,seed0_postThink_results.json
25,113,1,False,730,False,730,False,730,False,730,False,seed0,postThink_results,seed0_postThink_results.json
26,19,19,True,19,True,19,True,19,True,19,True,seed0,postThink_results,seed0_postThink_results.json
27,248,36,False,36,False,36,False,36,False,36,False,seed0,postThink_results,seed0_postThink_results.json
28,104,140,False,104,True,104,True,104,True,104,True,seed0,postThink_results,seed0_postThink_results.json
29,240,,False,228,False,228,False,228,False,228,False,seed0,postThink_results,seed0_postThink_results.json
3,106,106,True,106,True,106,True,106,True,106,True,seed0,postThink_results,seed0_postThink_results.json
4,336,300,False,300,False,300,False,300,False,300,False,seed0,postThink_results,seed0_postThink_results.json
5,293,389,False,293,True,502,False,293,True,293,True,seed0,postThink_results,seed0_postThink_results.json
6,237,237,True,237,True,237,True,237,True,237,True,seed0,postThink_results,seed0_postThink_results.json
7,610,600,False,309,False,610,True,610,True,610,True,seed0,postThink_results,seed0_postThink_results.json
8,149,149,True,149,True,149,True,149,True,149,True,seed0,postThink_results,seed0_postThink_results.json
9,907,896,False,907,True,907,True,907,True,907,True,seed0,postThink_results,seed0_postThink_results.json
0,468,468,True,468,True,468,True,468,True,468,True,seed1,backtracking_results,seed1_backtracking_results.json
1,49,49,True,49,True,49,True,49,True,49,True,seed1,backtracking_results,seed1_backtracking_results.json
10,113,11584,False,11584,False,865,False,11584,False,11584,False,seed1,backtracking_results,seed1_backtracking_results.json
11,19,19,True,19,True,19,True,19,True,19,True,seed1,backtracking_results,seed1_backtracking_results.json
12,248,208,False,208,False,208,False,208,False,208,False,seed1,backtracking_results,seed1_backtracking_results.json
13,104,104,True,104,True,104,True,104,True,104,True,seed1,backtracking_results,seed1_backtracking_results.json
14,240,342,False,342,False,342,False,342,False,342,False,seed1,backtracking_results,seed1_backtracking_results.json
15,468,468,True,468,True,468,True,468,True,468,True,seed1,backtracking_results,seed1_backtracking_results.json
16,49,49,True,49,True,49,True,49,True,49,True,seed1,backtracking_results,seed1_backtracking_results.json
17,82,42,False,82,True,82,True,88,False,82,True,seed1,backtracking_results,seed1_backtracking_results.json
18,106,106,True,106,True,106,True,106,True,106,True,seed1,backtracking_results,seed1_backtracking_results.json
19,336,340,False,336,True,336,True,336,True,336,True,seed1,backtracking_results,seed1_backtracking_results.json
2,82,6,False,6,False,6,False,6,False,6,False,seed1,backtracking_results,seed1_backtracking_results.json
20,293,293,True,293,True,293,True,293,True,293,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-1,204,204,True,204,True,204,True,204,True,204,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-10,113,113,True,113,True,113,True,113,True,113,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-11,371,9,False,139,False,139,False,139,False,139,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-12,385,24,False,24,False,24,False,24,False,24,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-13,110,110,True,110,True,110,True,110,True,110,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-14,104,48,False,48,False,104,True,104,True,104,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-15,721,721,True,721,True,721,True,721,True,721,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-2,25,25,True,25,True,25,True,25,True,25,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-3,809,809,True,809,True,809,True,809,True,809,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-4,116,116,True,116,True,116,True,116,True,116,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-5,104,104,True,104,True,104,True,104,True,104,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-6,294,294,True,294,True,294,True,294,True,294,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-7,540,540,True,540,True,540,True,540,True,540,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-8,197,273,False,273,False,273,False,197,True,197,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-I-9,480,480,True,480,True,480,True,480,True,480,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-1,73,73,True,73,True,73,True,73,True,73,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-10,468,468,True,468,True,468,True,468,True,468,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-11,601,601,True,601,True,601,True,601,True,601,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-12,23,23,True,23,True,23,True,23,True,23,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-13,321,321,True,321,True,321,True,321,True,321,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-14,211,211,True,211,True,211,True,211,True,211,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-15,315,144,False,144,False,,False,144,False,144,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-2,236,236,True,236,True,236,True,236,True,236,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-3,45,17,False,48,False,44,False,45,True,44,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-4,33,33,True,33,True,33,True,33,True,33,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-5,80,80,True,80,True,80,True,80,True,80,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-6,55,,False,,False,56,False,56,False,60,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-7,699,699,True,699,True,699,True,699,True,699,True,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-8,127,13,False,7,False,7,False,7,False,7,False,seed1,backtracking_results,seed1_backtracking_results.json
2024-II-9,902,33,False,34,False,34,False,34,False,34,False,seed1,backtracking_results,seed1_backtracking_results.json
21,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,backtracking_results,seed1_backtracking_results.json
22,610,600,False,600,False,600,False,610,True,610,True,seed1,backtracking_results,seed1_backtracking_results.json
23,149,150,False,150,False,150,False,149,True,149,True,seed1,backtracking_results,seed1_backtracking_results.json
24,907,907,True,907,True,907,True,907,True,907,True,seed1,backtracking_results,seed1_backtracking_results.json
25,113,11,False,11,False,11,False,11,False,11,False,seed1,backtracking_results,seed1_backtracking_results.json
26,19,19,True,19,True,19,True,19,True,19,True,seed1,backtracking_results,seed1_backtracking_results.json
27,248,208,False,208,False,208,False,208,False,208,False,seed1,backtracking_results,seed1_backtracking_results.json
28,104,104,True,104,True,104,True,104,True,104,True,seed1,backtracking_results,seed1_backtracking_results.json
29,240,269,False,269,False,269,False,269,False,269,False,seed1,backtracking_results,seed1_backtracking_results.json
3,106,106,True,106,True,106,True,106,True,106,True,seed1,backtracking_results,seed1_backtracking_results.json
4,336,336,True,,False,336,True,336,True,336,True,seed1,backtracking_results,seed1_backtracking_results.json
5,293,359,False,359,False,293,True,359,False,359,False,seed1,backtracking_results,seed1_backtracking_results.json
6,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,backtracking_results,seed1_backtracking_results.json
7,610,600,False,610,True,600,False,600,False,600,False,seed1,backtracking_results,seed1_backtracking_results.json
8,149,149,True,149,True,149,True,149,True,149,True,seed1,backtracking_results,seed1_backtracking_results.json
9,907,907,True,907,True,411,False,907,True,907,True,seed1,backtracking_results,seed1_backtracking_results.json
0,468,468,True,468,True,468,True,468,True,468,True,seed1,base_sum_results,seed1_base_sum_results.json
1,49,49,True,49,True,49,True,49,True,49,True,seed1,base_sum_results,seed1_base_sum_results.json
10,113,11584,False,,False,,False,11584,False,1024,False,seed1,base_sum_results,seed1_base_sum_results.json
11,19,19,True,19,True,19,True,,False,19,True,seed1,base_sum_results,seed1_base_sum_results.json
12,248,208,False,208,False,208,False,208,False,208,False,seed1,base_sum_results,seed1_base_sum_results.json
13,104,104,True,104,True,104,True,104,True,104,True,seed1,base_sum_results,seed1_base_sum_results.json
14,240,342,False,342,False,216,False,342,False,342,False,seed1,base_sum_results,seed1_base_sum_results.json
15,468,468,True,468,True,468,True,468,True,468,True,seed1,base_sum_results,seed1_base_sum_results.json
16,49,49,True,49,True,49,True,49,True,49,True,seed1,base_sum_results,seed1_base_sum_results.json
17,82,42,False,42,False,42,False,,False,42,False,seed1,base_sum_results,seed1_base_sum_results.json
18,106,106,True,106,True,106,True,106,True,106,True,seed1,base_sum_results,seed1_base_sum_results.json
19,336,340,False,340,False,340,False,340,False,340,False,seed1,base_sum_results,seed1_base_sum_results.json
2,82,6,False,6,False,6,False,6,False,6,False,seed1,base_sum_results,seed1_base_sum_results.json
20,293,293,True,293,True,293,True,293,True,293,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-1,204,204,True,204,True,204,True,204,True,204,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-10,113,113,True,113,True,113,True,113,True,113,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-11,371,9,False,35,False,9,False,9,False,35,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-12,385,24,False,24,False,24,False,24,False,24,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-13,110,110,True,110,True,110,True,110,True,110,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-14,104,48,False,104,True,104,True,104,True,104,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-15,721,721,True,721,True,721,True,721,True,721,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-2,25,25,True,25,True,25,True,25,True,25,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-3,809,809,True,809,True,809,True,809,True,809,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-4,116,116,True,116,True,116,True,116,True,116,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-5,104,104,True,104,True,104,True,104,True,104,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-6,294,294,True,294,True,294,True,294,True,294,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-7,540,540,True,540,True,540,True,540,True,540,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-8,197,273,False,287,False,273,False,273,False,197,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-I-9,480,480,True,480,True,480,True,480,True,480,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-1,73,73,True,73,True,73,True,73,True,73,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-10,468,468,True,468,True,468,True,468,True,,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-11,601,601,True,601,True,601,True,601,True,601,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-12,23,23,True,23,True,23,True,23,True,23,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-13,321,321,True,321,True,321,True,321,True,321,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-14,211,211,True,211,True,211,True,211,True,211,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-15,315,144,False,144,False,144,False,,False,144,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-2,236,236,True,236,True,236,True,236,True,236,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-3,45,17,False,45,True,43,False,45,True,45,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-4,33,33,True,33,True,33,True,33,True,33,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-5,80,80,True,80,True,80,True,80,True,80,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-6,55,,False,59,False,59,False,60,False,60,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-7,699,699,True,699,True,699,True,699,True,699,True,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-8,127,13,False,13,False,13,False,13,False,13,False,seed1,base_sum_results,seed1_base_sum_results.json
2024-II-9,902,33,False,34,False,34,False,34,False,34,False,seed1,base_sum_results,seed1_base_sum_results.json
21,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,base_sum_results,seed1_base_sum_results.json
22,610,600,False,610,True,600,False,600,False,610,True,seed1,base_sum_results,seed1_base_sum_results.json
23,149,150,False,149,True,149,True,149,True,149,True,seed1,base_sum_results,seed1_base_sum_results.json
24,907,907,True,907,True,947,False,907,True,907,True,seed1,base_sum_results,seed1_base_sum_results.json
25,113,11,False,11,False,11,False,11,False,,False,seed1,base_sum_results,seed1_base_sum_results.json
26,19,19,True,19,True,19,True,19,True,19,True,seed1,base_sum_results,seed1_base_sum_results.json
27,248,208,False,208,False,208,False,208,False,208,False,seed1,base_sum_results,seed1_base_sum_results.json
28,104,104,True,104,True,104,True,104,True,104,True,seed1,base_sum_results,seed1_base_sum_results.json
29,240,269,False,269,False,269,False,269,False,269,False,seed1,base_sum_results,seed1_base_sum_results.json
3,106,106,True,106,True,106,True,106,True,106,True,seed1,base_sum_results,seed1_base_sum_results.json
4,336,336,True,336,True,336,True,336,True,336,True,seed1,base_sum_results,seed1_base_sum_results.json
5,293,359,False,293,True,593,False,293,True,221,False,seed1,base_sum_results,seed1_base_sum_results.json
6,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,base_sum_results,seed1_base_sum_results.json
7,610,600,False,600,False,600,False,610,True,610,True,seed1,base_sum_results,seed1_base_sum_results.json
8,149,149,True,149,True,149,True,149,True,149,True,seed1,base_sum_results,seed1_base_sum_results.json
9,907,907,True,907,True,907,True,907,True,907,True,seed1,base_sum_results,seed1_base_sum_results.json
0,468,468,True,468,True,468,True,468,True,468,True,seed1,lastk_results,seed1_lastk_results.json
1,49,49,True,49,True,49,True,49,True,49,True,seed1,lastk_results,seed1_lastk_results.json
10,113,11584,False,11584,False,112,False,11584,False,112,False,seed1,lastk_results,seed1_lastk_results.json
11,19,19,True,19,True,19,True,19,True,19,True,seed1,lastk_results,seed1_lastk_results.json
12,248,208,False,208,False,208,False,208,False,208,False,seed1,lastk_results,seed1_lastk_results.json
13,104,104,True,104,True,104,True,104,True,104,True,seed1,lastk_results,seed1_lastk_results.json
14,240,342,False,342,False,342,False,342,False,342,False,seed1,lastk_results,seed1_lastk_results.json
15,468,468,True,468,True,468,True,468,True,468,True,seed1,lastk_results,seed1_lastk_results.json
16,49,49,True,49,True,49,True,49,True,49,True,seed1,lastk_results,seed1_lastk_results.json
17,82,42,False,60,False,60,False,60,False,,False,seed1,lastk_results,seed1_lastk_results.json
18,106,106,True,106,True,106,True,106,True,106,True,seed1,lastk_results,seed1_lastk_results.json
19,336,340,False,340,False,340,False,,False,340,False,seed1,lastk_results,seed1_lastk_results.json
2,82,6,False,6,False,6,False,6,False,6,False,seed1,lastk_results,seed1_lastk_results.json
20,293,293,True,293,True,293,True,293,True,293,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-1,204,204,True,204,True,204,True,204,True,204,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-10,113,113,True,113,True,113,True,113,True,113,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-11,371,9,False,81,False,81,False,81,False,81,False,seed1,lastk_results,seed1_lastk_results.json
2024-I-12,385,24,False,24,False,24,False,24,False,24,False,seed1,lastk_results,seed1_lastk_results.json
2024-I-13,110,110,True,110,True,110,True,110,True,110,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-14,104,48,False,104,True,104,True,104,True,104,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-15,721,721,True,721,True,721,True,721,True,721,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-2,25,25,True,25,True,25,True,25,True,25,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-3,809,809,True,809,True,809,True,809,True,809,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-4,116,116,True,116,True,116,True,116,True,116,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-5,104,104,True,104,True,104,True,104,True,104,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-6,294,294,True,294,True,294,True,294,True,294,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-7,540,540,True,540,True,540,True,540,True,540,True,seed1,lastk_results,seed1_lastk_results.json
2024-I-8,197,273,False,273,False,273,False,511,False,273,False,seed1,lastk_results,seed1_lastk_results.json
2024-I-9,480,480,True,880,False,480,True,480,True,480,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-1,73,73,True,73,True,73,True,73,True,73,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-10,468,468,True,468,True,364,False,468,True,468,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-11,601,601,True,601,True,601,True,601,True,601,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-12,23,23,True,23,True,23,True,23,True,23,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-13,321,321,True,321,True,321,True,321,True,321,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-14,211,211,True,211,True,211,True,211,True,211,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-15,315,144,False,144,False,144,False,144,False,144,False,seed1,lastk_results,seed1_lastk_results.json
2024-II-2,236,236,True,236,True,236,True,236,True,236,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-3,45,17,False,,False,45,True,89,False,45,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-4,33,33,True,33,True,33,True,33,True,33,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-5,80,80,True,80,True,80,True,80,True,80,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-6,55,,False,55,True,55,True,55,True,55,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-7,699,699,True,699,True,699,True,699,True,699,True,seed1,lastk_results,seed1_lastk_results.json
2024-II-8,127,13,False,13,False,13,False,13,False,13,False,seed1,lastk_results,seed1_lastk_results.json
2024-II-9,902,33,False,18,False,31,False,31,False,34,False,seed1,lastk_results,seed1_lastk_results.json
21,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,lastk_results,seed1_lastk_results.json
22,610,600,False,600,False,600,False,600,False,600,False,seed1,lastk_results,seed1_lastk_results.json
23,149,150,False,150,False,149,True,149,True,149,True,seed1,lastk_results,seed1_lastk_results.json
24,907,907,True,907,True,907,True,907,True,907,True,seed1,lastk_results,seed1_lastk_results.json
25,113,11,False,11,False,11,False,11,False,11,False,seed1,lastk_results,seed1_lastk_results.json
26,19,19,True,19,True,19,True,19,True,19,True,seed1,lastk_results,seed1_lastk_results.json
27,248,208,False,208,False,208,False,,False,376,False,seed1,lastk_results,seed1_lastk_results.json
28,104,104,True,104,True,104,True,104,True,104,True,seed1,lastk_results,seed1_lastk_results.json
29,240,269,False,269,False,269,False,269,False,269,False,seed1,lastk_results,seed1_lastk_results.json
3,106,106,True,106,True,106,True,106,True,106,True,seed1,lastk_results,seed1_lastk_results.json
4,336,336,True,336,True,336,True,336,True,336,True,seed1,lastk_results,seed1_lastk_results.json
5,293,359,False,359,False,293,True,293,True,293,True,seed1,lastk_results,seed1_lastk_results.json
6,237,60671,False,60670,False,60670,False,60670,False,65279,False,seed1,lastk_results,seed1_lastk_results.json
7,610,600,False,400,False,766,False,600,False,600,False,seed1,lastk_results,seed1_lastk_results.json
8,149,149,True,149,True,149,True,149,True,149,True,seed1,lastk_results,seed1_lastk_results.json
9,907,907,True,907,True,907,True,907,True,907,True,seed1,lastk_results,seed1_lastk_results.json
0,468,468,True,468,True,468,True,468,True,468,True,seed1,postThink_results,seed1_postThink_results.json
1,49,49,True,49,True,49,True,49,True,49,True,seed1,postThink_results,seed1_postThink_results.json
10,113,11584,False,11584,False,112,False,11584,False,112,False,seed1,postThink_results,seed1_postThink_results.json
11,19,19,True,19,True,19,True,19,True,19,True,seed1,postThink_results,seed1_postThink_results.json
12,248,208,False,208,False,208,False,208,False,208,False,seed1,postThink_results,seed1_postThink_results.json
13,104,104,True,104,True,104,True,104,True,104,True,seed1,postThink_results,seed1_postThink_results.json
14,240,342,False,342,False,342,False,342,False,342,False,seed1,postThink_results,seed1_postThink_results.json
15,468,468,True,468,True,468,True,468,True,468,True,seed1,postThink_results,seed1_postThink_results.json
16,49,49,True,49,True,49,True,49,True,49,True,seed1,postThink_results,seed1_postThink_results.json
17,82,42,False,60,False,60,False,60,False,,False,seed1,postThink_results,seed1_postThink_results.json
18,106,106,True,106,True,106,True,106,True,106,True,seed1,postThink_results,seed1_postThink_results.json
19,336,340,False,340,False,340,False,,False,340,False,seed1,postThink_results,seed1_postThink_results.json
2,82,6,False,6,False,6,False,6,False,6,False,seed1,postThink_results,seed1_postThink_results.json
20,293,293,True,293,True,293,True,293,True,293,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-1,204,204,True,204,True,204,True,204,True,204,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-10,113,113,True,113,True,113,True,113,True,113,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-11,371,9,False,81,False,81,False,81,False,81,False,seed1,postThink_results,seed1_postThink_results.json
2024-I-12,385,24,False,24,False,24,False,24,False,24,False,seed1,postThink_results,seed1_postThink_results.json
2024-I-13,110,110,True,110,True,110,True,110,True,110,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-14,104,48,False,104,True,104,True,104,True,104,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-15,721,721,True,721,True,721,True,721,True,721,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-2,25,25,True,25,True,25,True,25,True,25,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-3,809,809,True,809,True,809,True,809,True,809,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-4,116,116,True,116,True,116,True,116,True,116,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-5,104,104,True,104,True,104,True,104,True,104,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-6,294,294,True,294,True,294,True,294,True,294,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-7,540,540,True,540,True,540,True,540,True,540,True,seed1,postThink_results,seed1_postThink_results.json
2024-I-8,197,273,False,273,False,273,False,511,False,273,False,seed1,postThink_results,seed1_postThink_results.json
2024-I-9,480,480,True,880,False,480,True,480,True,480,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-1,73,73,True,73,True,73,True,73,True,73,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-10,468,468,True,468,True,364,False,468,True,468,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-11,601,601,True,601,True,601,True,601,True,601,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-12,23,23,True,23,True,23,True,23,True,23,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-13,321,321,True,321,True,321,True,321,True,321,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-14,211,211,True,211,True,211,True,211,True,211,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-15,315,144,False,144,False,144,False,144,False,144,False,seed1,postThink_results,seed1_postThink_results.json
2024-II-2,236,236,True,236,True,236,True,236,True,236,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-3,45,17,False,,False,45,True,89,False,45,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-4,33,33,True,33,True,33,True,33,True,33,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-5,80,80,True,80,True,80,True,80,True,80,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-6,55,,False,55,True,55,True,55,True,55,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-7,699,699,True,699,True,699,True,699,True,699,True,seed1,postThink_results,seed1_postThink_results.json
2024-II-8,127,13,False,13,False,13,False,13,False,13,False,seed1,postThink_results,seed1_postThink_results.json
2024-II-9,902,33,False,18,False,31,False,31,False,34,False,seed1,postThink_results,seed1_postThink_results.json
21,237,60671,False,60671,False,60671,False,60671,False,60671,False,seed1,postThink_results,seed1_postThink_results.json
22,610,600,False,600,False,600,False,600,False,600,False,seed1,postThink_results,seed1_postThink_results.json
23,149,150,False,150,False,149,True,149,True,149,True,seed1,postThink_results,seed1_postThink_results.json
24,907,907,True,907,True,907,True,907,True,907,True,seed1,postThink_results,seed1_postThink_results.json
25,113,11,False,11,False,11,False,11,False,11,False,seed1,postThink_results,seed1_postThink_results.json
26,19,19,True,19,True,19,True,19,True,19,True,seed1,postThink_results,seed1_postThink_results.json
27,248,208,False,208,False,208,False,,False,376,False,seed1,postThink_results,seed1_postThink_results.json
28,104,104,True,104,True,104,True,104,True,104,True,seed1,postThink_results,seed1_postThink_results.json
29,240,269,False,269,False,269,False,269,False,269,False,seed1,postThink_results,seed1_postThink_results.json
3,106,106,True,106,True,106,True,106,True,106,True,seed1,postThink_results,seed1_postThink_results.json
4,336,336,True,336,True,336,True,336,True,336,True,seed1,postThink_results,seed1_postThink_results.json
5,293,359,False,359,False,293,True,293,True,293,True,seed1,postThink_results,seed1_postThink_results.json
6,237,60671,False,60670,False,60670,False,60670,False,65279,False,seed1,postThink_results,seed1_postThink_results.json
7,610,600,False,400,False,766,False,600,False,600,False,seed1,postThink_results,seed1_postThink_results.json
8,149,149,True,149,True,149,True,149,True,149,True,seed1,postThink_results,seed1_postThink_results.json
9,907,907,True,907,True,907,True,907,True,907,True,seed1,postThink_results,seed1_postThink_results.json
