problem_id,year,correct_answer_gt,iteration_0_answer,iteration_0_correct,iteration_1_answer,iteration_1_correct,iteration_2_answer,iteration_2_correct,iteration_3_answer,iteration_3_correct,iteration_4_answer,iteration_4_correct,seed,experiment_type,source_file
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed0,postThink,seed0_postThink_results.json
2024-II-14,2024,211,211,1,211,1,211,1,211,1,211,1,seed0,postThink,seed0_postThink_results.json
2024-II-15,2024,315,108,0,108,0,108,0,108,0,108,0,seed0,postThink,seed0_postThink_results.json
2024-II-2,2024,236,236,1,236,1,236,1,236,1,236,1,seed0,postThink,seed0_postThink_results.json
2024-II-3,2024,45,,0,45,1,45,1,45,1,45,1,seed0,postThink,seed0_postThink_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed0,postThink,seed0_postThink_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed0,postThink,seed0_postThink_results.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed0,postThink,seed0_postThink_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed0,postThink,seed0_postThink_results.json
2024-II-8,2024,127,,0,127,1,127,1,127,1,127,1,seed0,postThink,seed0_postThink_results.json
2024-II-9,2024,902,1024,0,,0,962,0,962,0,962,0,seed0,postThink,seed0_postThink_results.json
21,2025,237,237,1,237,1,237,1,237,1,237,1,seed0,postThink,seed0_postThink_results.json
22,2025,610,610,1,610,1,610,1,610,1,610,1,seed0,postThink,seed0_postThink_results.json
23,2025,149,149,1,149,1,149,1,149,1,149,1,seed0,postThink,seed0_postThink_results.json
24,2025,907,779,0,779,0,237,0,779,0,516,0,seed0,postThink,seed0_postThink_results.json
25,2025,113,1,0,730,0,730,0,730,0,730,0,seed0,postThink,seed0_postThink_results.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed0,postThink,seed0_postThink_results.json
27,2025,248,36,0,36,0,36,0,36,0,36,0,seed0,postThink,seed0_postThink_results.json
28,2025,104,140,0,104,1,104,1,104,1,104,1,seed0,postThink,seed0_postThink_results.json
29,2025,240,,0,228,0,228,0,228,0,228,0,seed0,postThink,seed0_postThink_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed0,postThink,seed0_postThink_results.json
4,2025,336,300,0,300,0,300,0,300,0,300,0,seed0,postThink,seed0_postThink_results.json
5,2025,293,389,0,293,1,502,0,293,1,293,1,seed0,postThink,seed0_postThink_results.json
6,2025,237,237,1,237,1,237,1,237,1,237,1,seed0,postThink,seed0_postThink_results.json
7,2025,610,600,0,309,0,610,1,610,1,610,1,seed0,postThink,seed0_postThink_results.json
8,2025,149,149,1,149,1,149,1,149,1,149,1,seed0,postThink,seed0_postThink_results.json
9,2025,907,896,0,907,1,907,1,907,1,907,1,seed0,postThink,seed0_postThink_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed0,wait,seed0_wait.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed0,wait,seed0_wait.json
2,2025,82,6,0,6,0,6,0,6,0,6,0,seed0,wait,seed0_wait.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed0,wait,seed0_wait.json
4,2025,336,300,0,300,0,300,0,300,0,300,0,seed0,wait,seed0_wait.json
5,2025,293,389,0,389,0,389,0,389,0,389,0,seed0,wait,seed0_wait.json
6,2025,237,237,1,237,1,237,1,237,1,237,1,seed0,wait,seed0_wait.json
7,2025,610,600,0,600,0,600,0,600,0,600,0,seed0,wait,seed0_wait.json
8,2025,149,149,1,149,1,149,1,149,1,149,1,seed0,wait,seed0_wait.json
9,2025,907,896,0,907,1,896,0,896,0,896,0,seed0,wait,seed0_wait.json
10,2025,113,12,0,12,0,12,0,1,0,12,0,seed0,wait,seed0_wait.json
11,2025,19,71,0,71,0,71,0,71,0,71,0,seed0,wait,seed0_wait.json
12,2025,248,396,0,396,0,396,0,396,0,208,0,seed0,wait,seed0_wait.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed0,wait,seed0_wait.json
14,2025,240,286,0,286,0,286,0,286,0,286,0,seed0,wait,seed0_wait.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed0,wait,seed0_wait.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed0,wait,seed0_wait.json
17,2025,82,12,0,12,0,12,0,12,0,12,0,seed0,wait,seed0_wait.json
18,2025,106,993,0,993,0,993,0,993,0,993,0,seed0,wait,seed0_wait.json
19,2025,336,300,0,300,0,300,0,300,0,300,0,seed0,wait,seed0_wait.json
20,2025,293,581,0,293,1,293,1,293,1,293,1,seed0,wait,seed0_wait.json
21,2025,237,237,1,237,1,237,1,237,1,237,1,seed0,wait,seed0_wait.json
22,2025,610,610,1,610,1,610,1,610,1,610,1,seed0,wait,seed0_wait.json
23,2025,149,149,1,149,1,149,1,149,1,149,1,seed0,wait,seed0_wait.json
24,2025,907,779,0,779,0,779,0,779,0,702,0,seed0,wait,seed0_wait.json
25,2025,113,1,0,129,0,129,0,129,0,129,0,seed0,wait,seed0_wait.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed0,wait,seed0_wait.json
27,2025,248,36,0,36,0,36,0,208,0,208,0,seed0,wait,seed0_wait.json
28,2025,104,140,0,140,0,140,0,140,0,140,0,seed0,wait,seed0_wait.json
29,2025,240,,0,194,0,194,0,194,0,194,0,seed0,wait,seed0_wait.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed0,wait,seed0_wait.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed0,wait,seed0_wait.json
2024-I-12,2024,385,72,0,72,0,72,0,72,0,72,0,seed0,wait,seed0_wait.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed0,wait,seed0_wait.json
2024-I-11,2024,371,137,0,137,0,137,0,137,0,137,0,seed0,wait,seed0_wait.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed0,wait,seed0_wait.json
2024-II-3,2024,45,,0,45,1,45,1,45,1,45,1,seed0,wait,seed0_wait.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed0,wait,seed0_wait.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed0,wait,seed0_wait.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed0,wait,seed0_wait.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed0,wait,seed0_wait.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed0,wait,seed0_wait.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed0,wait,seed0_wait.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed0,wait,seed0_wait.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed0,wait,seed0_wait.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed0,wait,seed0_wait.json
2024-II-10,2024,468,468,1,468,1,468,1,468,1,468,1,seed0,wait,seed0_wait.json
2024-II-15,2024,315,108,0,144,0,144,0,144,0,144,0,seed0,wait,seed0_wait.json
2024-II-14,2024,211,211,1,211,1,211,1,211,1,211,1,seed0,wait,seed0_wait.json
2024-I-8,2024,197,35,0,35,0,1157,0,,0,35,0,seed0,wait,seed0_wait.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed0,wait,seed0_wait.json
2024-II-2,2024,236,236,1,236,1,236,1,236,1,236,1,seed0,wait,seed0_wait.json
2024-I-9,2024,480,480,1,480,1,480,1,480,1,480,1,seed0,wait,seed0_wait.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed0,wait,seed0_wait.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed0,wait,seed0_wait.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed0,wait,seed0_wait.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed0,wait,seed0_wait.json
2024-I-10,2024,113,113,1,113,1,113,1,113,1,113,1,seed0,wait,seed0_wait.json
2024-II-8,2024,127,,0,5,0,5,0,17,0,5,0,seed0,wait,seed0_wait.json
2024-II-9,2024,902,1024,0,1024,0,1024,0,1024,0,1024,0,seed0,wait,seed0_wait.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed0,answer_only,seed0_answer_only.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed0,answer_only,seed0_answer_only.json
10,2025,113,12,0,4,0,12,0,,0,95,0,seed0,answer_only,seed0_answer_only.json
11,2025,19,71,0,19,1,19,1,19,1,19,1,seed0,answer_only,seed0_answer_only.json
12,2025,248,396,0,,0,396,0,396,0,,0,seed0,answer_only,seed0_answer_only.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed0,answer_only,seed0_answer_only.json
14,2025,240,286,0,286,0,286,0,286,0,286,0,seed0,answer_only,seed0_answer_only.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed0,answer_only,seed0_answer_only.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed0,answer_only,seed0_answer_only.json
17,2025,82,12,0,12,0,12,0,12,0,12,0,seed0,answer_only,seed0_answer_only.json
18,2025,106,993,0,106,1,106,1,106,1,106,1,seed0,answer_only,seed0_answer_only.json
19,2025,336,300,0,300,0,300,0,300,0,300,0,seed0,answer_only,seed0_answer_only.json
2,2025,82,6,0,6,0,6,0,6,0,6,0,seed0,answer_only,seed0_answer_only.json
20,2025,293,581,0,73,0,293,1,293,1,73,0,seed0,answer_only,seed0_answer_only.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed0,answer_only,seed0_answer_only.json
2024-I-10,2024,113,113,1,113,1,113,1,,0,113,1,seed0,answer_only,seed0_answer_only.json
2024-I-11,2024,371,137,0,419,0,139,0,137,0,137,0,seed0,answer_only,seed0_answer_only.json
2024-I-12,2024,385,72,0,72,0,72,0,72,0,72,0,seed0,answer_only,seed0_answer_only.json
2024-I-13,2024,110,110,1,110,1,110,1,,0,110,1,seed0,answer_only,seed0_answer_only.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed0,answer_only,seed0_answer_only.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed0,answer_only,seed0_answer_only.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed0,answer_only,seed0_answer_only.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed0,answer_only,seed0_answer_only.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed0,answer_only,seed0_answer_only.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed0,answer_only,seed0_answer_only.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed0,answer_only,seed0_answer_only.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed0,answer_only,seed0_answer_only.json
2024-I-8,2024,197,35,0,197,1,197,1,197,1,387,0,seed0,answer_only,seed0_answer_only.json
2024-I-9,2024,480,480,1,480,1,480,1,480,1,480,1,seed0,answer_only,seed0_answer_only.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed0,answer_only,seed0_answer_only.json
2024-II-10,2024,468,468,1,384,0,468,1,429,0,468,1,seed0,answer_only,seed0_answer_only.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed0,answer_only,seed0_answer_only.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed0,answer_only,seed0_answer_only.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed0,answer_only,seed0_answer_only.json
2024-II-14,2024,211,211,1,61,0,211,1,211,1,211,1,seed0,answer_only,seed0_answer_only.json
2024-II-15,2024,315,108,0,108,0,108,0,108,0,108,0,seed0,answer_only,seed0_answer_only.json
2024-II-2,2024,236,236,1,236,1,236,1,236,1,236,1,seed0,answer_only,seed0_answer_only.json
2024-II-3,2024,45,,0,45,1,45,1,45,1,45,1,seed0,answer_only,seed0_answer_only.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed0,answer_only,seed0_answer_only.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed0,answer_only,seed0_answer_only.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed0,answer_only,seed0_answer_only.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed0,answer_only,seed0_answer_only.json
2024-II-8,2024,127,,0,829,0,829,0,829,0,,0,seed0,answer_only,seed0_answer_only.json
2024-II-9,2024,902,1024,0,1024,0,1023,0,1023,0,1023,0,seed0,answer_only,seed0_answer_only.json
21,2025,237,237,1,237,1,473,0,473,0,473,0,seed0,answer_only,seed0_answer_only.json
22,2025,610,610,1,610,1,610,1,610,1,610,1,seed0,answer_only,seed0_answer_only.json
23,2025,149,149,1,149,1,149,1,159,0,149,1,seed0,answer_only,seed0_answer_only.json
24,2025,907,779,0,837,0,734,0,907,1,414,0,seed0,answer_only,seed0_answer_only.json
25,2025,113,1,0,1,0,32,0,11,0,6,0,seed0,answer_only,seed0_answer_only.json
26,2025,19,19,1,327,0,19,1,19,1,19,1,seed0,answer_only,seed0_answer_only.json
27,2025,248,36,0,36,0,36,0,36,0,,0,seed0,answer_only,seed0_answer_only.json
28,2025,104,140,0,104,1,104,1,104,1,104,1,seed0,answer_only,seed0_answer_only.json
29,2025,240,,0,188,0,188,0,188,0,188,0,seed0,answer_only,seed0_answer_only.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed0,answer_only,seed0_answer_only.json
4,2025,336,300,0,300,0,300,0,300,0,300,0,seed0,answer_only,seed0_answer_only.json
5,2025,293,389,0,293,1,,0,293,1,293,1,seed0,answer_only,seed0_answer_only.json
6,2025,237,237,1,237,1,237,1,60671,0,,0,seed0,answer_only,seed0_answer_only.json
7,2025,610,600,0,600,0,600,0,610,1,610,1,seed0,answer_only,seed0_answer_only.json
8,2025,149,149,1,149,1,149,1,159,0,149,1,seed0,answer_only,seed0_answer_only.json
9,2025,907,896,0,348,0,907,1,570,0,907,1,seed0,answer_only,seed0_answer_only.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,backtracking,seed1_backtracking_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,backtracking,seed1_backtracking_results.json
10,2025,113,11584,0,11584,0,865,0,11584,0,11584,0,seed1,backtracking,seed1_backtracking_results.json
11,2025,19,19,1,19,1,19,1,19,1,19,1,seed1,backtracking,seed1_backtracking_results.json
12,2025,248,208,0,208,0,208,0,208,0,208,0,seed1,backtracking,seed1_backtracking_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed1,backtracking,seed1_backtracking_results.json
14,2025,240,342,0,342,0,342,0,342,0,342,0,seed1,backtracking,seed1_backtracking_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,backtracking,seed1_backtracking_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,backtracking,seed1_backtracking_results.json
17,2025,82,42,0,82,1,82,1,88,0,82,1,seed1,backtracking,seed1_backtracking_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed1,backtracking,seed1_backtracking_results.json
19,2025,336,340,0,336,1,336,1,336,1,336,1,seed1,backtracking,seed1_backtracking_results.json
2,2025,82,6,0,6,0,6,0,6,0,6,0,seed1,backtracking,seed1_backtracking_results.json
20,2025,293,293,1,293,1,293,1,293,1,293,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-10,2024,113,113,1,113,1,113,1,113,1,113,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-11,2024,371,9,0,139,0,139,0,139,0,139,0,seed1,backtracking,seed1_backtracking_results.json
2024-I-12,2024,385,24,0,24,0,24,0,24,0,24,0,seed1,backtracking,seed1_backtracking_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-14,2024,104,48,0,48,0,104,1,104,1,104,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-8,2024,197,273,0,273,0,273,0,197,1,197,1,seed1,backtracking,seed1_backtracking_results.json
2024-I-9,2024,480,480,1,480,1,480,1,480,1,480,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-10,2024,468,468,1,468,1,468,1,468,1,468,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-14,2024,211,211,1,211,1,211,1,211,1,211,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-15,2024,315,144,0,144,0,,0,144,0,144,0,seed1,backtracking,seed1_backtracking_results.json
2024-II-2,2024,236,236,1,236,1,236,1,236,1,236,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-3,2024,45,17,0,48,0,44,0,45,1,44,0,seed1,backtracking,seed1_backtracking_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-6,2024,55,,0,,0,56,0,56,0,60,0,seed1,backtracking,seed1_backtracking_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed1,backtracking,seed1_backtracking_results.json
2024-II-8,2024,127,13,0,7,0,7,0,7,0,7,0,seed1,backtracking,seed1_backtracking_results.json
2024-II-9,2024,902,33,0,34,0,34,0,34,0,34,0,seed1,backtracking,seed1_backtracking_results.json
21,2025,237,60671,0,60671,0,60671,0,60671,0,60671,0,seed1,backtracking,seed1_backtracking_results.json
22,2025,610,600,0,600,0,600,0,610,1,610,1,seed1,backtracking,seed1_backtracking_results.json
23,2025,149,150,0,150,0,150,0,149,1,149,1,seed1,backtracking,seed1_backtracking_results.json
24,2025,907,907,1,907,1,907,1,907,1,907,1,seed1,backtracking,seed1_backtracking_results.json
25,2025,113,11,0,11,0,11,0,11,0,11,0,seed1,backtracking,seed1_backtracking_results.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed1,backtracking,seed1_backtracking_results.json
27,2025,248,208,0,208,0,208,0,208,0,208,0,seed1,backtracking,seed1_backtracking_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed1,backtracking,seed1_backtracking_results.json
29,2025,240,269,0,269,0,269,0,269,0,269,0,seed1,backtracking,seed1_backtracking_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed1,backtracking,seed1_backtracking_results.json
4,2025,336,336,1,,0,336,1,336,1,336,1,seed1,backtracking,seed1_backtracking_results.json
5,2025,293,359,0,359,0,293,1,359,0,359,0,seed1,backtracking,seed1_backtracking_results.json
6,2025,237,60671,0,60671,0,60671,0,60671,0,60671,0,seed1,backtracking,seed1_backtracking_results.json
7,2025,610,600,0,610,1,600,0,600,0,600,0,seed1,backtracking,seed1_backtracking_results.json
8,2025,149,149,1,149,1,149,1,149,1,149,1,seed1,backtracking,seed1_backtracking_results.json
9,2025,907,907,1,907,1,411,0,907,1,907,1,seed1,backtracking,seed1_backtracking_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,base_sum,seed1_base_sum_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,base_sum,seed1_base_sum_results.json
10,2025,113,11584,0,,0,,0,11584,0,1024,0,seed1,base_sum,seed1_base_sum_results.json
11,2025,19,19,1,19,1,19,1,,0,19,1,seed1,base_sum,seed1_base_sum_results.json
12,2025,248,208,0,208,0,208,0,208,0,208,0,seed1,base_sum,seed1_base_sum_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed1,base_sum,seed1_base_sum_results.json
14,2025,240,342,0,342,0,216,0,342,0,342,0,seed1,base_sum,seed1_base_sum_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,base_sum,seed1_base_sum_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,base_sum,seed1_base_sum_results.json
17,2025,82,42,0,42,0,42,0,,0,42,0,seed1,base_sum,seed1_base_sum_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed1,base_sum,seed1_base_sum_results.json
19,2025,336,340,0,340,0,340,0,340,0,340,0,seed1,base_sum,seed1_base_sum_results.json
2,2025,82,6,0,6,0,6,0,6,0,6,0,seed1,base_sum,seed1_base_sum_results.json
20,2025,293,293,1,293,1,293,1,293,1,293,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-10,2024,113,113,1,113,1,113,1,113,1,113,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-11,2024,371,9,0,35,0,9,0,9,0,35,0,seed1,base_sum,seed1_base_sum_results.json
2024-I-12,2024,385,24,0,24,0,24,0,24,0,24,0,seed1,base_sum,seed1_base_sum_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-14,2024,104,48,0,104,1,104,1,104,1,104,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-8,2024,197,273,0,287,0,273,0,273,0,197,1,seed1,base_sum,seed1_base_sum_results.json
2024-I-9,2024,480,480,1,480,1,480,1,480,1,480,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-10,2024,468,468,1,468,1,468,1,468,1,,0,seed1,base_sum,seed1_base_sum_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-14,2024,211,211,1,211,1,211,1,211,1,211,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-15,2024,315,144,0,144,0,144,0,,0,144,0,seed1,base_sum,seed1_base_sum_results.json
2024-II-2,2024,236,236,1,236,1,236,1,236,1,236,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-3,2024,45,17,0,45,1,43,0,45,1,45,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-6,2024,55,,0,59,0,59,0,60,0,60,0,seed1,base_sum,seed1_base_sum_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed1,base_sum,seed1_base_sum_results.json
2024-II-8,2024,127,13,0,13,0,13,0,13,0,13,0,seed1,base_sum,seed1_base_sum_results.json
2024-II-9,2024,902,33,0,34,0,34,0,34,0,34,0,seed1,base_sum,seed1_base_sum_results.json
21,2025,237,60671,0,60671,0,60671,0,60671,0,60671,0,seed1,base_sum,seed1_base_sum_results.json
22,2025,610,600,0,610,1,600,0,600,0,610,1,seed1,base_sum,seed1_base_sum_results.json
23,2025,149,150,0,149,1,149,1,149,1,149,1,seed1,base_sum,seed1_base_sum_results.json
24,2025,907,907,1,907,1,947,0,907,1,907,1,seed1,base_sum,seed1_base_sum_results.json
25,2025,113,11,0,11,0,11,0,11,0,,0,seed1,base_sum,seed1_base_sum_results.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed1,base_sum,seed1_base_sum_results.json
27,2025,248,208,0,208,0,208,0,208,0,208,0,seed1,base_sum,seed1_base_sum_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed1,base_sum,seed1_base_sum_results.json
29,2025,240,269,0,269,0,269,0,269,0,269,0,seed1,base_sum,seed1_base_sum_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed1,base_sum,seed1_base_sum_results.json
4,2025,336,336,1,336,1,336,1,336,1,336,1,seed1,base_sum,seed1_base_sum_results.json
5,2025,293,359,0,293,1,593,0,293,1,221,0,seed1,base_sum,seed1_base_sum_results.json
6,2025,237,60671,0,60671,0,60671,0,60671,0,60671,0,seed1,base_sum,seed1_base_sum_results.json
7,2025,610,600,0,600,0,600,0,610,1,610,1,seed1,base_sum,seed1_base_sum_results.json
8,2025,149,149,1,149,1,149,1,149,1,149,1,seed1,base_sum,seed1_base_sum_results.json
9,2025,907,907,1,907,1,907,1,907,1,907,1,seed1,base_sum,seed1_base_sum_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,firstk,seed1_firstk_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,firstk,seed1_firstk_results.json
10,2025,113,11584,0,11,0,,0,65,0,12,0,seed1,firstk,seed1_firstk_results.json
11,2025,19,19,1,264,0,1165,0,19,1,19,1,seed1,firstk,seed1_firstk_results.json
12,2025,248,208,0,724,0,36,0,208,0,3,0,seed1,firstk,seed1_firstk_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed1,firstk,seed1_firstk_results.json
14,2025,240,342,0,188,0,160,0,160,0,228,0,seed1,firstk,seed1_firstk_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed1,firstk,seed1_firstk_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed1,firstk,seed1_firstk_results.json
17,2025,82,42,0,90,0,82,1,6,0,82,1,seed1,firstk,seed1_firstk_results.json
18,2025,106,106,1,177,0,106,1,106,1,106,1,seed1,firstk,seed1_firstk_results.json
19,2025,336,340,0,336,1,336,1,192,0,252,0,seed1,firstk,seed1_firstk_results.json
2,2025,82,6,0,82,1,90,0,6,0,86,0,seed1,firstk,seed1_firstk_results.json
20,2025,293,293,1,439,0,293,1,221,0,221,0,seed1,firstk,seed1_firstk_results.json
